Endereco;VlrCond;Garagem;Preco;Quarto;M2;Bairro;Cidade;Latitude;Longitude
Rua Sao Lazaro;400;1;300000;2;53;Sagrada Familia;Belo Horizonte;-19.8963926;-43.9254451
Rua Sao Lazaro;300;2;360000;3;80;Sagrada Familia;Belo Horizonte;-19.8963926;-43.9254451
Rua Sao Lazaro;250;3;420000;3;80;Sagrada Familia;Belo Horizonte;-19.8963926;-43.9254451
Rua Sao Lazaro;350;2;700000;4;195;Sagrada Familia;Belo Horizonte;-19.8963926;-43.9254451
Rua Sao Lazaro 157;405;2;700000;4;196;Sagrada Familia;Belo Horizonte;-19.8963926;-43.9254451
Rua Sao Goncalo 372;0;1;320000;3;100;Nova Floresta;Belo Horizonte;-19.8967826;-43.9317294
Rua Raimunda Simoes da Silva 83;330;2;350000;3;76;Castelo;Belo Horizonte;-19.8969034;-43.9967754
Rua Raimunda Simoes da Silva;350;2;350000;3;75;Castelo;Belo Horizonte;-19.8969034;-43.9967754
Rua Raimunda Simoes da Silva 01;580;3;778000;3;231;Manacas;Belo Horizonte;-19.8969034;-43.9967754
Rua Tucuman;1;2;476739;3;72;Sao Geraldo;Belo Horizonte;-19.897151;-43.8987229
Rua Santo Agostinho;0;2;1700000;5;326;Sagrada Familia;Belo Horizonte;-19.8972488;-43.9189199
Rua Santo Agostinho 668;0;2;1700000;5;326;Sagrada Familia;Belo Horizonte;-19.8972488;-43.9189199
Rua Santo Agostinho;250;1;240000;2;78;Sagrada Familia;Belo Horizonte;-19.8972488;-43.9189199
Rua Santo Agostinho;0;1;370000;3;74;Sagrada Familia;Belo Horizonte;-19.8972488;-43.9189199
Rua Santo Agostinho;330;2;465000;3;95;Sagrada Familia;Belo Horizonte;-19.8972488;-43.9189199
Rua Santo Agostinho;0;2;550000;4;115;Sagrada Familia;Belo Horizonte;-19.8972488;-43.9189199
Rua Santo Agostinho;0;5;790000;3;209;Sagrada Familia;Belo Horizonte;-19.8972488;-43.9189199
Rua Colina 0;0;1;320000;2;110;Sao Salvador;Belo Horizonte;-19.8973858;-44.16156
Rua Arapari;1;2;431600;3;77;Sao Geraldo;Belo Horizonte;-19.8973866;-43.8938663
Rua Arapari 74;0;2;431600;3;76;Sao Geraldo;Belo Horizonte;-19.8973866;-43.8938663
Rua Arapari;540;2;621920;3;158;Sao Geraldo;Belo Horizonte;-19.8973866;-43.8938663
Rua Arapari 74;0;2;684320;3;158;Sao Geraldo;Belo Horizonte;-19.8973866;-43.8938663
Rua Jatai;290;1;399000;3;135;Graca;Belo Horizonte;-19.8974672;-43.9368501
Rua Sao Joaquim;600;1;350000;3;104;Sagrada Familia;Belo Horizonte;-19.8976312;-43.9209084
Rua Sao Joaquim;230;2;360000;3;86;Sagrada Familia;Belo Horizonte;-19.8976312;-43.9209084
Rua Sao Joaquim;400;1;400000;3;137;Sagrada Familia;Belo Horizonte;-19.8976312;-43.9209084
Rua Sao Joaquim;475;2;407000;3;89;Sagrada Familia;Belo Horizonte;-19.8976312;-43.9209084
Rua Sao Joaquim;400;2;417000;3;92;Sagrada Familia;Belo Horizonte;-19.8976312;-43.9209084
Rua Sao Joaquim 10;660;2;780000;3;184;Sagrada Familia;Belo Horizonte;-19.8976312;-43.9209084
Rua Raul Seixas;170;3;600000;3;154;Castelo;Belo Horizonte;-19.8977179;-43.9979544
Rua das Amoreiras;155;1;175000;2;45;Vila Cloris;Belo Horizonte;-19.8979695;-44.016374
Rua Alabandina 629;300;2;330000;3;85;Parque Pedro II;Belo Horizonte;-19.8981035;-43.9689459
Rua Delegado Ronaldo Jaques;0;4;399000;3;450;Caicaras;Belo Horizonte;-19.898123;-43.9681346
Rua Leopoldo Campos Nunes;200;2;440000;3;130;Manacas;Belo Horizonte;-19.8981344;-43.9966029
Rua Fauna;0;4;379000;3;250;Coqueiros;Belo Horizonte;-19.8982331;-44.232172
Rua Jaguaribe;326;1;259000;2;66;Concordia;Belo Horizonte;-19.8983003;-43.9444792
Rua Pratinha;120;4;549000;4;240;Caicaras;Belo Horizonte;-19.8983853;-43.9796642
Rua Jurua;424;2;750000;3;65;Graca;Belo Horizonte;-19.8985386;-43.9287705
Rua Omega;180;1;410000;3;100;Jardim America;Belo Horizonte;-19.8985783;-43.9680708
Rua Psi;0;4;570000;3;178;Caicaras;Belo Horizonte;-19.8985783;-43.9680708
Rua Psi;0;5;600000;3;178;Caicaras;Belo Horizonte;-19.8985783;-43.9680708
Rua Sao Roque;220;1;258000;3;60;Sagrada Familia;Belo Horizonte;-19.898824;-43.9193503
Rua Sao Roque 1340;250;1;259900;3;65;Sagrada Familia;Belo Horizonte;-19.898824;-43.9193503
Rua Sao Roque;213;1;280000;3;75;Sagrada Familia;Belo Horizonte;-19.898824;-43.9193503
Rua Sao Roque;300;1;328000;3;99;Sagrada Familia;Belo Horizonte;-19.898824;-43.9193503
Rua Sao Roque;285;1;335000;3;84;Sagrada Familia;Belo Horizonte;-19.898824;-43.9193503
Rua Sao Roque;270;1;380000;3;70;Sagrada Familia;Belo Horizonte;-19.898824;-43.9193503
Rua Sao Roque;350;2;490000;3;76;Sagrada Familia;Belo Horizonte;-19.898824;-43.9193503
Rua Sao Roque;400;2;490000;3;75;Sagrada Familia;Belo Horizonte;-19.898824;-43.9193503
Rua Sao Roque;400;2;570000;3;122;Sagrada Familia;Belo Horizonte;-19.898824;-43.9193503
Rua Wiver Hernandes da Silva;115;1;380000;3;180;Manacas;Belo Horizonte;-19.898947;-43.997261
Rua Manoel Macedo 87;380;1;220000;2;50;Lagoinha;Belo Horizonte;-19.8989474;-43.9465259
Rua Godofredo de Araujo;430;1;450000;3;96;Sagrada Familia;Belo Horizonte;-19.8989709;-43.9247227
Rua Godofredo de Araujo;430;1;450000;3;94;Sagrada Familia;Belo Horizonte;-19.8989709;-43.9247227
Rua Godofredo de Araujo;275;2;489000;3;88;Sagrada Familia;Belo Horizonte;-19.8989709;-43.9247227
Rua Itacoatiara;0;1;215000;2;76;Sagrada Familia;Belo Horizonte;-19.899004;-43.9220627
Rua Itacoatiara;0;0;2200000;1;1240;Sagrada Familia;Belo Horizonte;-19.899004;-43.9220627
Rua Itacoatiara;130;1;225000;2;86;Sagrada Familia;Belo Horizonte;-19.899004;-43.9220627
Rua Itacoatiara;670;2;545000;3;78;Sagrada Familia;Belo Horizonte;-19.899004;-43.9220627
Rua Itacoatiara;320;2;580000;3;190;Sagrada Familia;Belo Horizonte;-19.899004;-43.9220627
Rua Amaro Ribeiro Coelho 40;1;1;230000;3;45;Caicaras;Belo Horizonte;-19.8990396;-43.9767449
Rua Amaro Ribeiro Coelho;100;1;430000;2;69;Alto dos Caicaras;Belo Horizonte;-19.8990396;-43.9767449
Rua Expedicionario Joao Batista Rotelo 484;0;5;390000;2;80;Sao Geraldo;Belo Horizonte;-19.8991694;-43.8947841
Rua Seara;0;0;320000;1;360;Coqueiros;Belo Horizonte;-19.899586;-44.233663
Rua Heroina Maria Quiteria;200;1;215000;3;77;Caicaras;Belo Horizonte;-19.8996028;-43.9778398
Rua Heroina Maria Quiteria 150;0;0;335000;1;0;Alto dos Caicaras;Belo Horizonte;-19.8996028;-43.9778398
Rua Heroina Maria Quiteria;220;2;555000;3;141;Alto dos Caicaras;Belo Horizonte;-19.8996028;-43.9778398
Rua Paissandu;380;2;485000;3;76;Sagrada Familia;Belo Horizonte;-19.8996149;-43.9195729
Rua Uarira 160;167;1;177500;2;43;Casa Branca;Belo Horizonte;-19.899704;-43.8906945
Rua Barao de Coromandel 149;520;1;225000;2;55;Barreiro;Belo Horizonte;-19.8997258;-43.968762
Rua Barao de Coromandel 1127;250;1;395000;3;82;Barreiro;Belo Horizonte;-19.8997258;-43.968762
Rua Barao de Coromandel 789;550;3;750000;4;132;Barreiro;Belo Horizonte;-19.8997258;-43.968762
Rua Geraldo Faria de Souza;0;1;900000;3;108;Sagrada Familia;Belo Horizonte;-19.8997683;-43.9248558
Rua Helio Lazzarotti;200;1;205000;2;67;Caicaras;Belo Horizonte;-19.8998335;-43.9786229
Rua Geraldo Menezes Soares;220;1;239000;2;67;Sagrada Familia;Belo Horizonte;-19.9001446;-43.9279333
Rua Sao Luiz 761;250;1;240000;3;56;Sagrada Familia;Belo Horizonte;-19.9001845;-43.9172664
Rua Sao Luiz;350;1;355000;3;80;Sagrada Familia;Belo Horizonte;-19.9001845;-43.9172664
Rua Sao Luiz;0;0;580000;5;134;Sagrada Familia;Belo Horizonte;-19.9001845;-43.9172664
Rua Sao Luiz 40;250;2;945000;3;174;Sagrada Familia;Belo Horizonte;-19.9001845;-43.9172664
Rua Guanabara;186;1;240000;2;71;Urca;Belo Horizonte;-19.9002591;-43.9364883
Rua Machado Nunes;175;1;210000;2;48;Salgado Filho;Belo Horizonte;-19.90054;-43.9700939
Rua Machado Nunes 176;200;1;229000;2;54;Salgado Filho;Belo Horizonte;-19.90054;-43.9700939
Rua Machado Nunes 58;180;1;290000;2;63;Salgado Filho;Belo Horizonte;-19.90054;-43.9700939
Rua Goiania 264;1;6;760000;3;275;Caicaras;Belo Horizonte;-19.9006573;-43.972406
Rua Oswaldo Ferraz 249;240;2;476000;3;74;Sagrada Familia;Belo Horizonte;-19.9007311;-43.9290741
Rua Josias Casimiro;240;1;245000;3;56;Sagrada Familia;Belo Horizonte;-19.9007656;-43.9156252
Rua Josias Casimiro;0;3;700000;4;214;Sagrada Familia;Belo Horizonte;-19.9007656;-43.9156252
Rua Joao de Paula;220;1;255000;3;52;Sagrada Familia;Belo Horizonte;-19.900775;-43.9182953
Rua Joao de Paula 195;400;2;420000;3;105;Sagrada Familia;Belo Horizonte;-19.900775;-43.9182953
Rua Joao de Paula;150;2;498000;2;147;Sagrada Familia;Belo Horizonte;-19.900775;-43.9182953
Rua Itarare;260;1;330000;3;117;Concordia;Belo Horizonte;-19.9008179;-43.9401037
Rua Itaquera;500;2;610000;3;169;Graca;Belo Horizonte;-19.9008615;-43.9376255
Rua Arariba 336;310;1;95000;1;42;Sao Cristovao;Belo Horizonte;-19.9009944;-43.9475307
Rua Mario de Melo 445;0;2;995000;6;236;Alipio de Melo;Belo Horizonte;-19.9010774;-44.019613
Rua Rubens Ferreira da Silva;0;1;208000;2;60;Novo Gloria;Belo Horizonte;-19.9011274;-44.176616
Rua Santo Amaro;230;1;265000;3;62;Sagrada Familia;Belo Horizonte;-19.9011515;-43.9166418
Rua Santo Amaro;250;2;480000;2;79;Sagrada Familia;Belo Horizonte;-19.9011515;-43.9166418
Rua Lamim;0;2;265000;3;240;Casa Branca;Belo Horizonte;-19.9012029;-43.8872945
Rua Maraca 418;250;1;235000;2;62;Sao Geraldo;Belo Horizonte;-19.9013176;-43.8910372
Rua Maria Martins Guimaraes;200;1;210000;2;54;Sagrada Familia;Belo Horizonte;-19.9013474;-43.9193475
Rua Maria Martins Guimaraes;170;1;250000;2;56;Sagrada Familia;Belo Horizonte;-19.9013474;-43.9193475
Rua Maria Martins Guimaraes 368;160;1;260000;2;45;Sagrada Familia;Belo Horizonte;-19.9013474;-43.9193475
Rua Maria Martins Guimaraes;170;1;268000;2;67;Sagrada Familia;Belo Horizonte;-19.9013474;-43.9193475
Rua Maria Martins Guimaraes;240;1;297000;3;64;Sagrada Familia;Belo Horizonte;-19.9013474;-43.9193475
Rua Maria Martins Guimaraes;0;3;690000;4;202;Sagrada Familia;Belo Horizonte;-19.9013474;-43.9193475
Rua Itapeva;0;2;380000;2;50;Concordia;Belo Horizonte;-19.9016518;-43.9373272
Rua Itapeva 404;0;2;425000;2;130;Floresta;Belo Horizonte;-19.9016518;-43.9373272
Rua Itapeva;0;1;649000;3;190;Concordia;Belo Horizonte;-19.9016518;-43.9373272
Rua Santissimo 40;600;2;490000;3;100;Alto dos Caicaras;Belo Horizonte;-19.901892;-43.9735209
Rua Pitangui 1105;210;1;290000;2;75;Colegio Batista;Belo Horizonte;-19.9023386;-43.9420716
Rua Pitangui 1105;180;1;300000;2;55;Concordia;Belo Horizonte;-19.9023386;-43.9420716
Rua Pitangui;290;1;360000;4;73;Colegio Batista;Belo Horizonte;-19.9023386;-43.9420716
Rua Pitangui;250;1;460000;3;108;Sagrada Familia;Belo Horizonte;-19.9023386;-43.9420716
Rua Pitangui 000;0;2;890000;3;200;Sagrada Familia;Belo Horizonte;-19.9023386;-43.9420716
Rua Vander Rodrigues de Lima 65;637;2;340000;3;94;Caicaras;Belo Horizonte;-19.9024129;-43.9800046
Rua Vander Rodrigues de Lima;340;2;450000;3;135;Caicaras;Belo Horizonte;-19.9024129;-43.9800046
Rua Iguacu;260;2;650000;3;136;Concordia;Belo Horizonte;-19.9024476;-43.9370313
Rua Sao Bento;700;2;1300000;3;230;Graca;Belo Horizonte;-19.902532;-43.9179091
Rua Abilio Machado;0;2;795000;3;286;Sagrada Familia;Belo Horizonte;-19.9027141;-43.9215636
Rua Conde Ribeiro do Vale;0;4;1400000;4;380;Sagrada Familia;Belo Horizonte;-19.9029655;-43.9254126
Rua Conde Ribeiro do Vale;250;1;320000;3;64;Sagrada Familia;Belo Horizonte;-19.9029655;-43.9254126
Rua Conde Ribeiro do Vale;373;2;495000;3;98;Sagrada Familia;Belo Horizonte;-19.9029655;-43.9254126
Rua Conde Ribeiro do Vale;390;2;495000;3;130;Sagrada Familia;Belo Horizonte;-19.9029655;-43.9254126
Rua Conde Ribeiro do Vale;450;2;650000;4;225;Sagrada Familia;Belo Horizonte;-19.9029655;-43.9254126
Rua Conde Ribeiro do Vale;0;0;650000;1;400;Sagrada Familia;Belo Horizonte;-19.9029655;-43.9254126
Rua Cabrobo;300;1;350000;3;98;Sagrada Familia;Belo Horizonte;-19.9031254;-43.9199482
Rua Juacema 270;0;1;200000;1;32;Graca;Belo Horizonte;-19.9031505;-43.9327628
Rua Juacema;400;2;420000;3;65;Graca;Belo Horizonte;-19.9031505;-43.9327628
Rua Juacema 194;360;2;430000;3;80;Graca;Belo Horizonte;-19.9031505;-43.9327628
Rua Itamaraca;250;1;235000;2;55;Concordia;Belo Horizonte;-19.9032036;-43.9339234
Rua Itamaraca;0;3;950000;7;292;Concordia;Belo Horizonte;-19.9032036;-43.9339234
Rua Cisplatina;0;12;230000;1;20;Caicaras;Belo Horizonte;-19.9033345;-43.9719762
Rua Costa Monteiro;0;4;1200000;6;441;Sagrada Familia;Belo Horizonte;-19.9034024;-43.9277673
Rua Costa Monteiro;200;2;430000;3;131;Sagrada Familia;Belo Horizonte;-19.9034024;-43.9277673
Rua Costa Monteiro;300;1;435000;3;129;Sagrada Familia;Belo Horizonte;-19.9034024;-43.9277673
Rua Costa Monteiro;300;1;550000;3;110;Sagrada Familia;Belo Horizonte;-19.9034024;-43.9277673
Rua Costa Monteiro;350;2;630000;3;93;Sagrada Familia;Belo Horizonte;-19.9034024;-43.9277673
Rua Costa Monteiro;350;2;630000;3;121;Sagrada Familia;Belo Horizonte;-19.9034024;-43.9277673
Rua Joao Carlos;280;1;330000;3;70;Sagrada Familia;Belo Horizonte;-19.9034255;-43.9202773
Rua Joao Carlos;300;2;510000;3;115;Sagrada Familia;Belo Horizonte;-19.9034255;-43.9202773
Rua Joao Carlos;300;2;649000;3;210;Sagrada Familia;Belo Horizonte;-19.9034255;-43.9202773
Rua Joao Carlos;0;2;715000;3;159;Sagrada Familia;Belo Horizonte;-19.9034255;-43.9202773
Avenida Petrolina;550;1;258000;2;67;Sagrada Familia;Belo Horizonte;-19.9035563;-43.9192199
Avenida Petrolina;0;1;260000;2;50;Sagrada Familia;Belo Horizonte;-19.9035563;-43.9192199
Avenida Petrolina;652;1;265000;2;53;Sagrada Familia;Belo Horizonte;-19.9035563;-43.9192199
Avenida Petrolina;652;1;265900;2;67;Sagrada Familia;Belo Horizonte;-19.9035563;-43.9192199
Avenida Petrolina;620;1;320000;2;53;Sagrada Familia;Belo Horizonte;-19.9035563;-43.9192199
Avenida Petrolina;0;2;550000;3;180;Sagrada Familia;Belo Horizonte;-19.9035563;-43.9192199
Rua Anhangai 360;0;4;1290000;4;400;Caicara Adelaide;Belo Horizonte;-19.9037219;-43.9732963
Rua Nadir;0;3;1200000;4;284;Alto dos Caicaras;Belo Horizonte;-19.9037268;-43.9766916
Rua Francisco Bicalho;500;2;650000;3;89;Padre Eustaquio;Belo Horizonte;-19.9037316;-43.9774067
Rua Francisco Bicalho 594;370;2;795000;4;65;Padre Eustaquio;Belo Horizonte;-19.9037316;-43.9774067
Rua Nhanduti 287;0;10;2690000;18;1050;Caicara Adelaide;Belo Horizonte;-19.903732;-43.9746476
Rua Nhanduti;0;2;735000;3;300;Caicaras;Belo Horizonte;-19.903732;-43.9746476
Rua Silveira;371;1;320000;3;71;Graca;Belo Horizonte;-19.903825;-43.9304516
Rua Stela de Souza;980;3;1400000;4;220;Sagrada Familia;Belo Horizonte;-19.9038754;-43.9301764
Rua Stela de Souza 673;980;3;1400000;4;220;Sagrada Familia;Belo Horizonte;-19.9038754;-43.9301764
Rua Stela de Souza;250;0;350000;2;91;Sagrada Familia;Belo Horizonte;-19.9038754;-43.9301764
Rua Stela de Souza;500;2;535000;3;84;Sagrada Familia;Belo Horizonte;-19.9038754;-43.9301764
Rua Stela de Souza;0;2;700000;4;401;Sagrada Familia;Belo Horizonte;-19.9038754;-43.9301764
Rua Stela de Souza;0;2;800000;3;141;Sagrada Familia;Belo Horizonte;-19.9038754;-43.9301764
Rua Stela de Souza;430;3;890000;3;220;Sagrada Familia;Belo Horizonte;-19.9038754;-43.9301764
Rua Conego Floriano;0;2;690000;3;147;Sagrada Familia;Belo Horizonte;-19.9040348;-43.9290602
Rua Conego Floriano;445;2;700000;4;210;Sagrada Familia;Belo Horizonte;-19.9040348;-43.9290602
Rua Conego Floriano;0;2;790000;5;240;Sagrada Familia;Belo Horizonte;-19.9040348;-43.9290602
Rua Cravinas;280;2;410000;3;92;Esplanada;Belo Horizonte;-19.9042012;-43.9034492
Rua Hortencia;300;2;460000;3;78;Esplanada;Belo Horizonte;-19.9042514;-43.8142008
Avenida Presidente Tancredo Neves;0;0;420000;1;104;Castelo;Belo Horizonte;-19.9043738;-43.9876431
Avenida Presidente Tancredo Neves;490;5;4950000;5;600;Castelo;Belo Horizonte;-19.9043738;-43.9876431
Avenida Presidente Tancredo Neves 3000;900;2;890000;4;121;Castelo;Belo Horizonte;-19.9043738;-43.9876431
Avenida Presidente Tancredo Neves;0;2;985679;3;120;Castelo;Belo Horizonte;-19.9043738;-43.9876431
Rua Frei Orlando 148;0;3;489000;3;400;Caicaras;Belo Horizonte;-19.9044609;-43.9586707
Rua Horizontal;250;1;290000;3;60;Sagrada Familia;Belo Horizonte;-19.9045868;-43.9198444
Rua Artur Alvim;650;3;1100000;4;171;Sagrada Familia;Belo Horizonte;-19.9046071;-43.9152235
Rua Teodomira Diniz Lara;706;2;800000;3;151;Sagrada Familia;Belo Horizonte;-19.9046704;-43.9303113
Rua Galena;250;1;315000;2;75;Colegio Batista;Belo Horizonte;-19.9046773;-43.9401795
Rua Celia de Sousa;220;1;420000;2;90;Sagrada Familia;Belo Horizonte;-19.9050396;-43.9281248
Rua Celia de Sousa;326;2;500000;3;80;Sagrada Familia;Belo Horizonte;-19.9050396;-43.9281248
Rua Celia de Sousa 89;250;2;639000;3;80;Sagrada Familia;Belo Horizonte;-19.9050396;-43.9281248
Rua Celia de Sousa;0;1;800000;4;144;Sagrada Familia;Belo Horizonte;-19.9050396;-43.9281248
Rua Catumbi;0;0;2077200;1;1050;Caicaras;Belo Horizonte;-19.9054232;-43.9635471
Rua Diametral;230;1;364000;2;75;Sagrada Familia;Belo Horizonte;-19.9055486;-43.9228594
Rua Sabara;200;1;250000;2;80;Floresta;Belo Horizonte;-19.9055506;-43.9391392
Rua Sabara;150;1;279000;3;100;Colegio Batista;Belo Horizonte;-19.9055506;-43.9391392
Rua Sabara;1;2;499000;3;82;Colegio Batista;Belo Horizonte;-19.9055506;-43.9391392
Rua Sabara;0;3;630000;5;360;Colegio Batista;Belo Horizonte;-19.9055506;-43.9391392
Rua Santissima Trindade;220;1;320000;2;84;Sagrada Familia;Belo Horizonte;-19.9057521;-43.9176214
Rua das Oficinas 774;350;2;468550;3;85;Esplanada;Belo Horizonte;-19.9058217;-43.9054698
Rua das Oficinas 774;260;2;475880;3;75;Esplanada;Belo Horizonte;-19.9058217;-43.9054698
Rua das Oficinas 774;260;2;482120;3;77;Santa Efigenia;Belo Horizonte;-19.9058217;-43.9054698
Rua das Oficinas 774;350;2;498750;3;85;Esplanada;Belo Horizonte;-19.9058217;-43.9054698
Rua das Oficinas 774;350;2;508450;3;85;Esplanada;Belo Horizonte;-19.9058217;-43.9054698
Rua das Oficinas 774;350;2;526650;3;85;Esplanada;Belo Horizonte;-19.9058217;-43.9054698
Rua das Oficinas 774;385;2;542240;3;85;Esplanada;Belo Horizonte;-19.9058217;-43.9054698
Rua das Oficinas 774;500;3;759980;3;170;Esplanada;Belo Horizonte;-19.9058217;-43.9054698
Rua Campinas 361;280;2;450000;3;68;Esplanada;Belo Horizonte;-19.906011;-43.9030257
Rua Napoleao Laureano;200;2;640000;3;93;Floresta;Belo Horizonte;-19.9060206;-43.9303252
Rua Napoleao Laureano;300;2;640000;3;92;Floresta;Belo Horizonte;-19.9060206;-43.9303252
Rua Belmiro Braga;0;6;1350000;4;300;Caicaras;Belo Horizonte;-19.9063051;-43.9663708
Rua Belmiro Braga;400;2;620000;3;83;Caicaras;Belo Horizonte;-19.9063051;-43.9663708
Rua Sao Lucas;0;3;650000;3;133;Sagrada Familia;Belo Horizonte;-19.9063334;-43.9192616
Rua Santa Fe 61;1100;3;1065000;4;138;Sion;Belo Horizonte;-19.9063807;-43.9684112
Rua Santa Fe;1100;3;1150000;4;140;Sion;Belo Horizonte;-19.9063807;-43.9684112
Rua Santa Fe 61;1100;3;1150000;4;138;Sion;Belo Horizonte;-19.9063807;-43.9684112
Rua Santa Fe;1200;3;1150000;3;140;Sion;Belo Horizonte;-19.9063807;-43.9684112
Rua Santa Fe 0;500;2;676000;2;62;Sion;Belo Horizonte;-19.9063807;-43.9684112
Rua Manhumirim;500;2;658000;3;116;Caicaras;Belo Horizonte;-19.9064111;-43.9714806
Rua Boreal;300;1;250000;3;70;Jardim Montanhes;Belo Horizonte;-19.906458;-43.9787281
Rua Boreal 56;300;1;300000;3;75;Caicaras;Belo Horizonte;-19.906458;-43.9787281
Rua Ibia;0;0;450000;3;250;Santo Andre;Belo Horizonte;-19.9064697;-43.9532098
Rua Vicentina de Souza;0;3;1100000;3;296;Sagrada Familia;Belo Horizonte;-19.906544;-43.9177448
Rua Vicentina de Souza;350;2;539500;3;127;Sagrada Familia;Belo Horizonte;-19.906544;-43.9177448
Rua Hervalia;0;5;1700000;6;522;Caicaras;Belo Horizonte;-19.9065449;-43.9597207
Rua Francisco Guimaraes;600;4;820000;5;220;Caicaras;Belo Horizonte;-19.9066441;-43.9655474
Rua Desembargador Teofilo;0;2;590000;3;180;Caicaras;Belo Horizonte;-19.9066637;-43.9619403
Rua Guaranesia;320;1;350000;2;72;Colegio Batista;Belo Horizonte;-19.9066945;-43.9344052
Rua Itauna;530;2;2200;3;91;Floresta;Belo Horizonte;-19.9067446;-43.9329186
Rua Itauna;530;2;580000;2;97;Floresta;Belo Horizonte;-19.9067446;-43.9329186
Rua Itauna;0;1;780000;5;184;Colegio Batista;Belo Horizonte;-19.9067446;-43.9329186
Rua Itauna 242;0;1;920000;2;240;Colegio Batista;Belo Horizonte;-19.9067446;-43.9329186
Rua Genoveva de Souza;0;3;1100000;7;315;Sagrada Familia;Belo Horizonte;-19.9067997;-43.9216393
Rua Genoveva de Souza;300;2;589000;3;90;Sagrada Familia;Belo Horizonte;-19.9067997;-43.9216393
Rua Genoveva de Souza;400;2;589000;3;90;Sagrada Familia;Belo Horizonte;-19.9067997;-43.9216393
Rua Genoveva de Souza;0;4;590000;2;90;Sagrada Familia;Belo Horizonte;-19.9067997;-43.9216393
Rua Genoveva de Souza;550;2;640000;4;110;Sagrada Familia;Belo Horizonte;-19.9067997;-43.9216393
Rua Genoveva de Souza;366;1;650000;3;130;Sagrada Familia;Belo Horizonte;-19.9067997;-43.9216393
Rua Genoveva de Souza;250;2;680000;3;84;Sagrada Familia;Belo Horizonte;-19.9067997;-43.9216393
Rua Genoveva de Souza;0;2;680000;3;85;Sagrada Familia;Belo Horizonte;-19.9067997;-43.9216393
Rua Genoveva de Souza;0;0;680000;1;400;Sagrada Familia;Belo Horizonte;-19.9067997;-43.9216393
Rua Genoveva de Souza 498;0;2;680000;3;84;Sagrada Familia;Belo Horizonte;-19.9067997;-43.9216393
Rua Genoveva de Souza;0;2;750000;3;400;Sagrada Familia;Belo Horizonte;-19.9067997;-43.9216393
Rua Genoveva de Souza;450;2;767365;2;68;Sagrada Familia;Belo Horizonte;-19.9067997;-43.9216393
Rua Genoveva de Souza;480;2;865000;3;84;Sagrada Familia;Belo Horizonte;-19.9067997;-43.9216393
Rua Genoveva de Souza;480;2;865000;3;143;Sagrada Familia;Belo Horizonte;-19.9067997;-43.9216393
Rua Genoveva de Souza;680;3;865000;3;105;Sagrada Familia;Belo Horizonte;-19.9067997;-43.9216393
Rua Frei Caneca;240;1;290000;3;85;Bonfim;Belo Horizonte;-19.907047;-43.9574328
Rua Felipe Camarao;300;2;475000;3;82;Esplanada;Belo Horizonte;-19.9070874;-43.9122253
Rua Felipe Camarao;0;2;517000;3;77;Esplanada;Belo Horizonte;-19.9070874;-43.9122253
Rua Felipe Camarao;0;3;830000;3;396;Esplanada;Belo Horizonte;-19.9070874;-43.9122253
Rua Tulipa 287;421;2;870000;4;200;Esplanada;Belo Horizonte;-19.9073427;-43.8998645
Rua Turvo;0;5;1200000;1;750;Lagoinha;Belo Horizonte;-19.9073582;-43.946026
Avenida Silviano Brandao;0;0;2200000;3;632;Floresta;Belo Horizonte;-19.9074223;-43.9107081
Avenida Silviano Brandao 986;230;1;320000;3;108;Floresta;Belo Horizonte;-19.9074223;-43.9107081
Avenida Silviano Brandao;0;4;3500000;1;507;Floresta;Belo Horizonte;-19.9074223;-43.9107081
Rua Bicas;275;1;320000;3;71;Sagrada Familia;Belo Horizonte;-19.9074804;-43.9276622
Rua Bicas;330;2;430000;3;155;Sagrada Familia;Belo Horizonte;-19.9074804;-43.9276622
Rua Bicas;0;1;430000;4;180;Sagrada Familia;Belo Horizonte;-19.9074804;-43.9276622
Rua Bicas;330;1;450000;3;155;Sagrada Familia;Belo Horizonte;-19.9074804;-43.9276622
