Endereco;VlrCond;Garagem;Preco;Quarto;M2;Bairro;Cidade;Latitude;Longitude
Rua Constantino Siqueira dos Santos 20;9850;2;985000;3;120;Castelo;Belo Horizonte;-19.8816749;-43.9898512
Rua Ferreira Alves 130;0;2;390000;4;170;Uniao;Belo Horizonte;-19.8818429;-43.9162467
Rua Castelo Serpa;480;2;560000;3;97;Castelo;Belo Horizonte;-19.8818848;-44.028115
Avenida Miguel Perrela;600;3;1100000;4;120;Castelo;Belo Horizonte;-19.8819312;-43.999487
Avenida Miguel Perrela;245;1;300000;2;49;Castelo;Belo Horizonte;-19.8819312;-43.999487
Avenida Miguel Perrela;460;1;519000;2;62;Castelo;Belo Horizonte;-19.8819312;-43.999487
Avenida Miguel Perrela;500;1;520000;2;70;Castelo;Belo Horizonte;-19.8819312;-43.999487
Avenida Miguel Perrela 0;400;2;680000;3;152;Castelo;Belo Horizonte;-19.8819312;-43.999487
Avenida Miguel Perrela;1050;2;860000;4;125;Castelo;Belo Horizonte;-19.8819312;-43.999487
Rua Nelson 319;0;0;439800;1;50;Uniao;Belo Horizonte;-19.8821223;-43.9237077
Rua Castelo de Sintra;450;2;490000;3;90;Castelo;Belo Horizonte;-19.8824004;-44.048028
Rua Princesa Leopoldina;300;1;300000;3;68;Ipiranga;Belo Horizonte;-19.8824974;-43.9356187
Rua Princesa Leopoldina;592;2;480000;2;65;Ipiranga;Belo Horizonte;-19.8824974;-43.9356187
Rua Princesa Leopoldina;800;2;681000;3;113;Ipiranga;Belo Horizonte;-19.8824974;-43.9356187
Rua Castelo da Feira;850;4;2100000;4;231;Castelo;Belo Horizonte;-19.8826541;-43.9963124
Rua Castelo de Alcobaca;350;2;450000;3;117;Castelo;Belo Horizonte;-19.8826541;-43.9963124
Rua Castelo da Feira;750;3;900000;4;112;Castelo;Belo Horizonte;-19.8826541;-43.9963124
Rua Shirley Regina das Chagas;314;1;290000;2;53;Serrano;Belo Horizonte;-19.8827174;-44.070775
Rua Shirley Regina das Chagas;0;1;330000;2;62;Serrano;Belo Horizonte;-19.8827174;-44.070775
Rua Shirley Regina das Chagas;450;2;360000;3;70;Serrano;Belo Horizonte;-19.8827174;-44.070775
Rua Camilo Prates 273;400;2;395000;3;75;Uniao;Belo Horizonte;-19.8829671;-43.9157519
Rua Camilo Prates 273;400;2;395000;3;70;Uniao;Belo Horizonte;-19.8829671;-43.9157519
Rua Izabel Alves Martins;240;2;330000;2;62;Serrano;Belo Horizonte;-19.882997;-44.112702
Rua Izabel Alves Martins 365;0;2;495000;3;110;Serrano;Belo Horizonte;-19.882997;-44.112702
Rua Doutor Furtado de Menezes 407;0;0;590000;1;360;Ipiranga;Belo Horizonte;-19.8831709;-43.9311656
Rua Castelo de Abrantes;400;2;530000;3;155;Castelo;Belo Horizonte;-19.8831833;-43.9967021
Rua Castelo de Abrantes;350;2;560000;3;96;Castelo;Belo Horizonte;-19.8831833;-43.9967021
Rua Castelo de Abrantes 55;500;3;590000;2;119;Castelo;Belo Horizonte;-19.8831833;-43.9967021
Rua Marildo Geraldo da Silva 336;490;6;2800000;4;350;Castelo;Belo Horizonte;-19.8833479;-43.9913955
Rua Marildo Geraldo da Silva;490;6;2800000;4;350;Paqueta;Belo Horizonte;-19.8833479;-43.9913955
Rua Domingos Fernandes 214;350;2;550000;3;92;Uniao;Belo Horizonte;-19.883382;-43.9220256
Rua Castelo Montalvao;532;2;795000;4;237;Castelo;Belo Horizonte;-19.8833839;-44.029819
Rua Castelo Montalvao;535;2;795000;4;237;Castelo;Belo Horizonte;-19.8833839;-44.029819
Rua Johnson 92;250;2;780000;4;130;Uniao;Belo Horizonte;-19.8834089;-43.9246205
Rua Castelo de Sao Jorge;380;2;410000;3;92;Castelo;Belo Horizonte;-19.8834954;-44.009026
Rua Andesita;399;2;495000;2;152;Uniao;Belo Horizonte;-19.8837276;-43.9195369
Rua Andesita;430;4;850000;4;257;Uniao;Belo Horizonte;-19.8837276;-43.9195369
Rua Andesita;400;4;900000;4;160;Uniao;Belo Horizonte;-19.8837276;-43.9195369
Rua Andesita;0;4;900000;4;180;Cidade Nova;Belo Horizonte;-19.8837276;-43.9195369
Rua Adenir Pereira de Souza;300;2;489000;3;152;Serrano;Belo Horizonte;-19.8837519;-44.141606
Rua Princesa Isabel;100;1;295000;3;85;Copacabana;Belo Horizonte;-19.883784;-43.9351449
Rua Princesa Isabel;200;2;295000;3;90;Jardim Leblon;Belo Horizonte;-19.883784;-43.9351449
Rua Princesa Isabel;0;1;312000;3;85;Copacabana;Belo Horizonte;-19.883784;-43.9351449
Rua Jose Gaspar de Araujo 170;970;3;1150000;4;221;Cidade Nova;Belo Horizonte;-19.8839508;-43.9278124
Rua Deputado Bernardino de Sena Figueiredo;450;3;1600000;3;180;Cidade Nova;Belo Horizonte;-19.8840778;-43.9282818
Rua Deputado Bernardino de Sena Figueiredo 1201;0;3;1600000;3;140;Cidade Nova;Belo Horizonte;-19.8840778;-43.9282818
Rua Deputado Bernardino de Sena Figueiredo;350;1;300000;2;48;Cidade Nova;Belo Horizonte;-19.8840778;-43.9282818
Rua Deputado Bernardino de Sena Figueiredo 1177;0;3;620000;3;90;Cidade Nova;Belo Horizonte;-19.8840778;-43.9282818
Rua Deputado Bernardino de Sena Figueiredo 1177;0;3;750000;3;150;Cidade Nova;Belo Horizonte;-19.8840778;-43.9282818
Rua Matutina;425;0;220000;2;61;Santa Ines;Belo Horizonte;-19.8840787;-43.9079954
Rua Alirio Elias Ferreira;0;3;1070000;4;164;Cidade Nova;Belo Horizonte;-19.8841068;-43.9235072
Rua Alirio Elias Ferreira;380;2;365000;3;89;Cidade Nova;Belo Horizonte;-19.8841068;-43.9235072
Rua Inga;220;1;279000;2;51;Ipiranga;Belo Horizonte;-19.8842602;-43.9356082
Rua Joao Arantes;352;1;400000;3;76;Cidade Nova;Belo Horizonte;-19.8843894;-43.9244911
Rua Joao Arantes;300;3;897000;3;159;Cidade Nova;Belo Horizonte;-19.8843894;-43.9244911
Rua Maria Rita 80;0;1;530000;2;250;Santa Cruz;Belo Horizonte;-19.884941;-43.9368103
Rua Agata;340;2;590000;3;190;Uniao;Belo Horizonte;-19.884949;-43.9210884
Rua Desembargador Paulo Mota;1450;3;1270000;4;201;Engenho Nogueira;Belo Horizonte;-19.884957;-43.9827668
Rua Desembargador Paulo Mota;343;1;360000;3;101;Ouro Preto;Belo Horizonte;-19.884957;-43.9827668
Rua Desembargador Paulo Mota;650;2;800000;3;125;Ouro Preto;Belo Horizonte;-19.884957;-43.9827668
Rua Desembargador Paulo Mota 134;0;5;998000;5;260;Ouro Preto;Belo Horizonte;-19.884957;-43.9827668
Rua Dom Pedrito 256;225;1;245000;2;55;Nova Vista;Belo Horizonte;-19.8850209;-43.9034328
Rua Padre Faustino;290;2;280000;2;60;Nova Vista;Belo Horizonte;-19.8850977;-43.9042111
Rua Doutor Sylvio Menicucci;400;2;408000;3;101;Castelo;Belo Horizonte;-19.8851177;-44.059034
Rua Doutor Sylvio Menicucci;280;2;510000;2;100;Castelo;Belo Horizonte;-19.8851177;-44.059034
Rua Doutor Sylvio Menicucci;385;2;650000;2;128;Castelo;Belo Horizonte;-19.8851177;-44.059034
Rua Doutor Sylvio Menicucci;450;2;725000;3;150;Castelo;Belo Horizonte;-19.8851177;-44.059034
Rua Cardeal Stepinac;580;3;1230000;3;204;Cidade Nova;Belo Horizonte;-19.8852186;-43.9266104
Rua Cardeal Stepinac 232;0;3;1408950;4;140;Cidade Nova;Belo Horizonte;-19.8852186;-43.9266104
Rua Cardeal Stepinac 232;0;3;1422940;4;140;Cidade Nova;Belo Horizonte;-19.8852186;-43.9266104
Rua Randolfo Trindade;1200;3;1290000;3;148;Ouro Preto;Belo Horizonte;-19.8856041;-43.9820856
Rua Carvalhais de Paiva;500;1;290000;3;78;Cidade Nova;Belo Horizonte;-19.8857176;-43.9244454
Rua Nizio Torres;0;2;289900;2;57;Ouro Preto;Belo Horizonte;-19.8859014;-43.9857664
Rua Nizio Torres;0;2;294000;2;58;Ouro Preto;Belo Horizonte;-19.8859014;-43.9857664
Rua Ocidental 126;320;1;160000;2;50;Serrano;Belo Horizonte;-19.8859929;-44.105181
Rua Ocidental 126;320;1;750;2;48;Serrano;Belo Horizonte;-19.8859929;-44.105181
Rua Maria Pereira de Araujo 15;500;1;450000;3;87;Castelo;Belo Horizonte;-19.8861475;-44.042361
Rua Julio Pereira da Silva;450;2;430000;3;86;Cidade Nova;Belo Horizonte;-19.8863658;-43.927372
Rua Tapira 612;200;2;390000;3;73;Renascenca;Belo Horizonte;-19.8863856;-43.9409012
Rua Jose Silva Passos;400;2;310000;2;65;Nova Vista;Belo Horizonte;-19.8864022;-43.8921415
Rua Jose Silva Passos 450;0;1;335500;2;60;Nova Vista;Belo Horizonte;-19.8864022;-43.8921415
Rua Jose Silva Passos 300;0;2;579900;3;96;Nova Vista;Belo Horizonte;-19.8864022;-43.8921415
Rua Manoel Miranda;490;2;490000;3;112;Uniao;Belo Horizonte;-19.88648;-43.9199981
Rua Seritinga;350;2;430000;3;80;Ipiranga;Belo Horizonte;-19.8865478;-43.9319719
Rua Seritinga 130;350;4;860000;3;165;Ipiranga;Belo Horizonte;-19.8865478;-43.9319719
Rua Jornalista Afonso Rabelo;450;3;990000;4;135;Cidade Nova;Belo Horizonte;-19.8867316;-43.9231816
Rua Mario Mendes Campos 40;225;1;200000;2;40;Castelo;Belo Horizonte;-19.88681;-44.023318
Rua Gustavo da Silveira;250;1;238000;3;65;Horto Florestal;Belo Horizonte;-19.8868514;-43.9128283
Rua Gustavo da Silveira;0;3;600000;5;277;Sagrada Familia;Belo Horizonte;-19.8868514;-43.9128283
Rua Gustavo da Silveira;0;0;6000000;1;1352;Horto Florestal;Belo Horizonte;-19.8868514;-43.9128283
Rua Mirabela 450;800;2;580000;3;90;Santa Ines;Belo Horizonte;-19.8868781;-43.9090372
Rua Tabeliao Ferreira de Carvalho;0;3;1200000;3;178;Cidade Nova;Belo Horizonte;-19.8869404;-43.9290733
Rua Tabeliao Ferreira de Carvalho;0;3;1200000;3;172;Cidade Nova;Belo Horizonte;-19.8869404;-43.9290733
Rua Tabeliao Ferreira de Carvalho;0;4;1650000;5;482;Cidade Nova;Belo Horizonte;-19.8869404;-43.9290733
Rua Tabeliao Ferreira de Carvalho;280;1;380000;3;85;Cidade Nova;Belo Horizonte;-19.8869404;-43.9290733
Rua Tabeliao Ferreira de Carvalho;500;2;430000;3;90;Cidade Nova;Belo Horizonte;-19.8869404;-43.9290733
Rua Tabeliao Ferreira de Carvalho;0;2;430000;3;90;Cidade Nova;Belo Horizonte;-19.8869404;-43.9290733
Rua Tabeliao Ferreira de Carvalho;650;2;649900;3;93;Cidade Nova;Belo Horizonte;-19.8869404;-43.9290733
Rua Tabeliao Ferreira de Carvalho;500;1;650000;3;121;Cidade Nova;Belo Horizonte;-19.8869404;-43.9290733
Rua Tabeliao Ferreira de Carvalho;540;2;650000;4;180;Cidade Nova;Belo Horizonte;-19.8869404;-43.9290733
Rua Maria Fortunata Rotheia 2640;0;0;231000;1;28;Castelo;Belo Horizonte;-19.8871877;-43.9908263
Rua Maria Fortunata Rotheia 2640;0;0;280000;1;28;Castelo;Belo Horizonte;-19.8871877;-43.9908263
Rua Maria Fortunata Rotheia;490;6;3590000;5;440;Serra;Belo Horizonte;-19.8871877;-43.9908263
Rua Campanario;260;3;780000;4;260;Santa Ines;Belo Horizonte;-19.8873609;-43.9075447
Rua Pirangucu;0;4;650000;4;251;Conjunto Celso Machado;Belo Horizonte;-19.8874787;-44.098075
Rua Cubatao 185;0;1;480000;3;75;Renascenca;Belo Horizonte;-19.8875816;-43.9422956
Rua Doutor Julio Otaviano Ferreira;0;4;1950000;5;279;Cidade Nova;Belo Horizonte;-19.8875986;-43.9254185
Rua Kennedy Maro Campos 187;0;3;710000;3;93;Castelo;Belo Horizonte;-19.8876077;-43.9975959
Rua Padre Guilherme;0;0;450000;1;311;Nova Vista;Belo Horizonte;-19.887635;-43.8996767
Rua Ministro Jorge Vargas;400;2;485000;4;93;Castelo;Belo Horizonte;-19.8877218;-43.9996623
Rua Doutor Rubens Guimaraes 256;680;2;1100000;4;190;Castelo;Belo Horizonte;-19.8880639;-43.9981387
Rua Doutor Rubens Guimaraes;300;2;365000;2;67;Castelo;Belo Horizonte;-19.8880639;-43.9981387
Rua Doutor Rubens Guimaraes 93;350;2;440000;3;92;Castelo;Belo Horizonte;-19.8880639;-43.9981387
Rua Doutor Rubens Guimaraes;0;2;485000;3;85;Castelo;Belo Horizonte;-19.8880639;-43.9981387
Rua Honorio Bicalho;0;1;230000;2;69;Nova Vista;Belo Horizonte;-19.8882887;-43.8996932
Rua Vazante;358;1;500000;3;88;Ipiranga;Belo Horizonte;-19.8884447;-43.932572
Rua Ilacir Pereira Lima;0;1;490000;3;150;Silveira;Belo Horizonte;-19.8884534;-43.9304329
Rua Cecilia Fonseca Coutinho;200;1;250000;2;53;Castelo;Belo Horizonte;-19.8888222;-43.995234
Rua Cecilia Fonseca Coutinho 480;250;1;280000;2;54;Castelo;Belo Horizonte;-19.8888222;-43.995234
Rua Cecilia Fonseca Coutinho;250;1;350000;2;130;Castelo;Belo Horizonte;-19.8888222;-43.995234
Rua Cecilia Fonseca Coutinho;300;2;350000;3;80;Castelo;Belo Horizonte;-19.8888222;-43.995234
Rua Cecilia Fonseca Coutinho 586;0;2;920000;4;162;Castelo;Belo Horizonte;-19.8888222;-43.995234
Rua Desembargador Jose Satyro;330;2;1350000;4;208;Castelo;Belo Horizonte;-19.8888536;-43.995997
Rua Desembargador Jose Satyro;298;3;379000;3;85;Castelo;Belo Horizonte;-19.8888536;-43.995997
Rua Desembargador Jose Satyro 490;360;2;380000;3;88;Castelo;Belo Horizonte;-19.8888536;-43.995997
Rua Desembargador Jose Satyro 370;330;2;799000;3;98;Castelo;Belo Horizonte;-19.8888536;-43.995997
Rua Cordilheiras;0;2;690000;3;242;Serrano;Belo Horizonte;-19.8889461;-44.094623
Rua Cantor Luiz Gonzaga 82;0;2;320000;2;65;Castelo;Belo Horizonte;-19.889068;-44.008325
Rua Cantor Luiz Gonzaga;250;2;365000;3;126;Castelo;Belo Horizonte;-19.889068;-44.008325
Rua Cantor Luiz Gonzaga;0;2;380000;3;126;Castelo;Belo Horizonte;-19.889068;-44.008325
Rua Cantor Luiz Gonzaga;140;2;565000;3;191;Castelo;Belo Horizonte;-19.889068;-44.008325
Rua Professor Pimenta da Veiga 707;0;3;1200000;4;133;Cidade Nova;Belo Horizonte;-19.8891296;-43.9242268
Rua Professor Pimenta da Veiga;880;4;1895000;4;288;Cidade Nova;Belo Horizonte;-19.8891296;-43.9242268
Rua Professor Pimenta da Veiga 805;1862;4;2280000;4;238;Cidade Nova;Belo Horizonte;-19.8891296;-43.9242268
Rua Professor Pimenta da Veiga;590;1;330000;3;65;Cidade Nova;Belo Horizonte;-19.8891296;-43.9242268
Rua Professor Pimenta da Veiga;590;1;330000;3;70;Cidade Nova;Belo Horizonte;-19.8891296;-43.9242268
Rua Professor Pimenta da Veiga;550;2;710000;4;177;Cidade Nova;Belo Horizonte;-19.8891296;-43.9242268
Rua Everardo Vieira;0;4;1300000;4;320;Silveira;Belo Horizonte;-19.8892594;-43.9301272
Rua Apore 523;200;1;210000;2;48;Renascenca;Belo Horizonte;-19.8893743;-43.9544844
Rua Apore 324;0;10;650000;5;120;Aparecida;Belo Horizonte;-19.8893743;-43.9544844
Rua Elson Nunes de Souza;200;1;420000;3;146;Castelo;Belo Horizonte;-19.889424;-43.9943234
Rua Elson Nunes de Souza 554;410;3;631300;3;146;Castelo;Belo Horizonte;-19.889424;-43.9943234
Rua Elson Nunes de Souza;700;2;670000;4;120;Castelo;Belo Horizonte;-19.889424;-43.9943234
Rua Elson Nunes de Souza;832;2;750000;4;120;Castelo;Belo Horizonte;-19.889424;-43.9943234
Rua Elson Nunes de Souza;830;2;880000;4;110;Castelo;Belo Horizonte;-19.889424;-43.9943234
Rua Japura;0;6;1050000;3;317;Renascenca;Belo Horizonte;-19.8894575;-43.9361243
Rua Sao Claret;310;1;220000;3;68;Silveira;Belo Horizonte;-19.8894862;-43.9325231
Rua Sao Claret;315;1;350000;4;86;Silveira;Belo Horizonte;-19.8894862;-43.9325231
Rua Professor Amedee Peret;0;2;820780;2;75;Cidade Nova;Belo Horizonte;-19.8898008;-43.9219064
Rua Professor Amedee Peret;0;2;820780;2;118;Cidade Nova;Belo Horizonte;-19.8898008;-43.9219064
Rua Engenho Grande;550;2;598500;3;92;Engenho Nogueira;Belo Horizonte;-19.8898555;-43.9807353
Rua Moeda;0;4;1250000;4;360;Santa Ines;Belo Horizonte;-19.8901663;-43.912228
Rua Carlos Turner;382;1;360000;3;80;Silveira;Belo Horizonte;-19.8901846;-43.9306667
Rua Carlos Turner;560;1;440000;3;92;Silveira;Belo Horizonte;-19.8901846;-43.9306667
Rua Carlos Turner;0;3;650000;3;90;Silveira;Belo Horizonte;-19.8901846;-43.9306667
Rua Doutor Plinio de Morais;583;5;1380000;4;156;Cidade Nova;Belo Horizonte;-19.8902515;-43.925024
Rua Hesperia;0;1;450000;3;180;Cachoeirinha;Belo Horizonte;-19.8903778;-43.9509287
Rua Desembargador Jose Burnier 91;380;1;2500;3;102;Castelo;Belo Horizonte;-19.8905883;-43.9979285
Rua Desembargador Jose Burnier;392;2;450000;2;125;Castelo;Belo Horizonte;-19.8905883;-43.9979285
Rua Desembargador Jose Burnier;500;2;500000;2;130;Castelo;Belo Horizonte;-19.8905883;-43.9979285
Rua Sienita;0;4;790000;4;350;Caicaras;Belo Horizonte;-19.8907331;-43.9705285
Rua Calma 60;0;6;450000;3;150;Boa Vista;Belo Horizonte;-19.8909197;-43.89143
Rua Vicente Risola;0;7;3600000;16;795;Santa Ines;Belo Horizonte;-19.8910177;-43.9084895
Rua Vicente Risola;380;2;870000;3;168;Santa Ines;Belo Horizonte;-19.8910177;-43.9084895
Rua Afonso Pena Junior;500;4;2860000;4;287;Cidade Nova;Belo Horizonte;-19.8910347;-43.9250859
Rua Mirante 203;0;0;350000;1;360;Boa Vista;Belo Horizonte;-19.8910998;-43.890295
Rua dos Nutricionistas;0;2;620000;5;203;Alipio de Melo;Belo Horizonte;-19.8912687;-44.071017
Rua Conceicao Aparecida Augsten 294;178;1;245000;2;51;Castelo;Belo Horizonte;-19.8914702;-43.998707
Rua Conceicao Aparecida Augsten;400;2;850000;5;224;Castelo;Belo Horizonte;-19.8914702;-43.998707
Avenida dos Engenheiros;240;1;230000;2;52;Castelo;Belo Horizonte;-19.891472;-43.9987341
Rua Doutor Fernando Scarpelli;230;1;269000;3;58;Castelo;Belo Horizonte;-19.891472;-43.9987341
Rua Doutor Fernando Scarpelli 30;230;1;269000;3;69;Castelo;Belo Horizonte;-19.891472;-43.9987341
Rua Doutor Fernando Scarpelli 30;230;1;269000;3;57;Castelo;Belo Horizonte;-19.891472;-43.9987341
Avenida dos Engenheiros;250;2;370000;2;65;Castelo;Belo Horizonte;-19.891472;-43.9987341
Rua Jornalista Juracy Manoel 60;0;4;1450000;5;361;Silveira;Belo Horizonte;-19.8915117;-43.9317833
Rua Claudio Antonio;0;6;320000;5;500;Aparecida;Belo Horizonte;-19.891539;-43.9609955
Rua dos Eletrotecnicos 10;0;4;620000;4;218;Alipio de Melo;Belo Horizonte;-19.8916269;-44.023101
Rua Carmesia;477;2;450000;3;81;Santa Ines;Belo Horizonte;-19.8919314;-43.9076169
Rua Carmesia;330;3;740000;3;135;Santa Ines;Belo Horizonte;-19.8919314;-43.9076169
Rua Carmesia 23;450;2;764000;4;140;Santa Ines;Belo Horizonte;-19.8919314;-43.9076169
Rua dos Agrimensores;0;3;700000;3;229;Alipio de Melo;Belo Horizonte;-19.8919618;-44.019251
Rua Romualdo Lopes Cancado;350;2;390000;3;90;Castelo;Belo Horizonte;-19.892247;-43.9962789
Rua Nelson Soares de Faria;390;2;450000;3;87;Cidade Nova;Belo Horizonte;-19.8922512;-43.9271688
Rua Doutor Jarbas Vidal Gomes;0;1;580000;3;260;Cidade Nova;Belo Horizonte;-19.8924654;-43.9279883
Rua Maria Francisca;330;2;460000;4;155;Boa Vista;Belo Horizonte;-19.8925638;-43.8969382
Rua Tefe;250;2;429000;3;67;Renascenca;Belo Horizonte;-19.8926275;-43.9403345
Rua Clovis Magalhaes Pinto;0;3;1530000;4;220;Cidade Nova;Belo Horizonte;-19.8926833;-43.9224655
Rua Clovis Magalhaes Pinto;0;2;1600000;3;226;Cidade Nova;Belo Horizonte;-19.8926833;-43.9224655
Rua Clovis Magalhaes Pinto 12;0;2;570000;2;85;Cidade Nova;Belo Horizonte;-19.8926833;-43.9224655
Rua Clovis Magalhaes Pinto;350;3;950000;3;145;Cidade Nova;Belo Horizonte;-19.8926833;-43.9224655
Rua Renato Nascimento;0;3;570000;4;290;Caicaras;Belo Horizonte;-19.8927819;-43.9680091
Rua Milton Vieira Pinto;350;3;1550000;4;220;Cidade Nova;Belo Horizonte;-19.8929003;-43.9269778
Rua Panema;280;2;489000;2;117;Renascenca;Belo Horizonte;-19.8929241;-43.937245
Rua Apere 390;0;5;1150000;3;345;Sao Geraldo;Belo Horizonte;-19.8929812;-43.8983067
Rua Francisco de Paula Castro;440;1;550000;3;200;Cidade Nova;Belo Horizonte;-19.8931254;-43.9252265
Rua Liliana Velloso Melo 120;0;1;259700;3;58;Casa Branca;Belo Horizonte;-19.8932081;-43.8872585
Rua Liliana Velloso Melo 120;0;1;318800;2;97;Casa Branca;Belo Horizonte;-19.8932081;-43.8872585
Rua Maestro George Marinuzzi 298;250;2;300000;2;60;Manacas;Belo Horizonte;-19.8933063;-43.9979676
Rua Maestro George Marinuzzi 50;0;2;525000;2;60;Manacas;Belo Horizonte;-19.8933063;-43.9979676
Rua Maestro George Marinuzzi;300;1;559000;3;149;Manacas;Belo Horizonte;-19.8933063;-43.9979676
Avenida Heraclito Mourao de Miranda;450;2;400000;3;70;Bandeirantes;Belo Horizonte;-19.8933473;-44.086594
Rua Gurua 367;0;3;620000;4;162;Boa Vista;Belo Horizonte;-19.8933759;-43.8966703
Rua Senhora da Paz;350;2;673000;4;200;Cachoeirinha;Belo Horizonte;-19.8934302;-43.9446795
Rua Senhora da Paz 1013;0;2;960000;5;211;Cachoeirinha;Belo Horizonte;-19.8934302;-43.9446795
Rua Luther King;348;1;478000;3;96;Cidade Nova;Belo Horizonte;-19.8936766;-43.9242994
Rua Joao Gualberto Filho;0;0;180000;1;51;Sagrada Familia;Belo Horizonte;-19.8938185;-43.9237959
Rua Joao Gualberto Filho;0;0;220000;1;69;Sagrada Familia;Belo Horizonte;-19.8938185;-43.9237959
Rua Joao Gualberto Filho;250;1;269000;2;88;Sagrada Familia;Belo Horizonte;-19.8938185;-43.9237959
Rua Joao Gualberto Filho;400;1;349000;2;64;Sagrada Familia;Belo Horizonte;-19.8938185;-43.9237959
Rua Joao Gualberto Filho;500;1;520000;3;119;Sagrada Familia;Belo Horizonte;-19.8938185;-43.9237959
Rua Joao Gualberto Filho;350;2;530000;3;79;Sagrada Familia;Belo Horizonte;-19.8938185;-43.9237959
Rua Joao Gualberto Filho;700;2;540000;3;77;Sagrada Familia;Belo Horizonte;-19.8938185;-43.9237959
Rua Leonil Prata;130;1;188000;3;64;Alipio de Melo;Belo Horizonte;-19.893847;-44.035335
Rua Francisco Magalhaes Gomes 0;0;0;3256435;1;2736;Manacas;Belo Horizonte;-19.893907;-43.99835
Rua Trindade 1;0;4;600000;5;300;Renascenca;Belo Horizonte;-19.8939171;-43.9404773
Rua dos Construtores;0;2;490000;3;150;Alipio de Melo;Belo Horizonte;-19.8939503;-44.049672
Rua Emidio Germano;0;1;310000;2;107;Boa Vista;Belo Horizonte;-19.8940183;-43.9088305
Rua Joao Neiva 618;0;2;350000;4;290;Boa Vista;Belo Horizonte;-19.8942677;-43.891655
Rua Marianita 200;180;2;280000;3;90;Alipio de Melo;Belo Horizonte;-19.8944623;-44.086295
Rua Geraldo Magela de Almeida;290;2;269000;3;67;Manacas;Belo Horizonte;-19.894861;-43.9981918
Rua Silva Alvarenga;1;1;280024;2;51;Sao Geraldo;Belo Horizonte;-19.8949102;-43.8984785
Rua Silva Alvarenga 787;0;2;299192;2;51;Sao Geraldo;Belo Horizonte;-19.8949102;-43.8984785
Rua Silva Alvarenga;110;2;322000;3;60;Sao Geraldo;Belo Horizonte;-19.8949102;-43.8984785
Rua Silva Alvarenga;110;2;325000;3;60;Sao Geraldo;Belo Horizonte;-19.8949102;-43.8984785
Rua Silva Alvarenga 787;0;2;340103;2;60;Sao Geraldo;Belo Horizonte;-19.8949102;-43.8984785
Rua Silva Alvarenga 787;0;2;481239;3;72;Sao Geraldo;Belo Horizonte;-19.8949102;-43.8984785
Rua Conceicao do Para 556;0;0;3200000;1;853;Santa Ines;Belo Horizonte;-19.894933;-43.9115401
Rua Coronel Praes;250;1;255000;2;53;Sagrada Familia;Belo Horizonte;-19.894934;-43.9240027
Rua Coronel Praes;395;2;750000;3;94;Sagrada Familia;Belo Horizonte;-19.894934;-43.9240027
Rua dos Geologos 1;300;1;215000;3;75;Castelo;Belo Horizonte;-19.895047;-44.001242
Rua dos Geologos;0;3;450000;4;242;Alipio de Melo;Belo Horizonte;-19.895047;-44.001242
Rua Anil;0;3;550000;2;239;Sao Salvador;Belo Horizonte;-19.8951854;-44.162278
Rua Manganes;0;2;420000;2;55;Nova Floresta;Belo Horizonte;-19.8952191;-43.9341428
Rua Tancredo da Silva Pinto 56;421;1;397000;3;90;Silveira;Belo Horizonte;-19.895301;-43.9301784
Rua Alto da Mata;0;3;1100000;4;173;Cidade Nova;Belo Horizonte;-19.8954435;-43.9217449
Rua Alto da Mata;1;3;1150000;4;170;Sagrada Familia;Belo Horizonte;-19.8954435;-43.9217449
Rua Alto da Mata;291;1;370000;3;60;Cidade Nova;Belo Horizonte;-19.8954435;-43.9217449
Rua dos Contadores 275;0;4;850000;4;228;Alipio de Melo;Belo Horizonte;-19.8954868;-44.008609
Rua Horta Barbosa 466;0;0;5000000;1;2884;Nova Floresta;Belo Horizonte;-19.8955637;-43.9334492
Rua Horta Barbosa;200;2;835000;3;160;Nova Floresta;Belo Horizonte;-19.8955637;-43.9334492
Rua Horta Barbosa;0;2;835000;3;140;Nova Floresta;Belo Horizonte;-19.8955637;-43.9334492
Rua Sao Juliao;500;2;650000;4;140;Nova Floresta;Belo Horizonte;-19.8955896;-43.9350983
Rua Jose Alves da Silva;0;1;412000;3;117;Caicaras;Belo Horizonte;-19.8956654;-43.967014
Rua Sao Jeronimo 132;500;2;440000;3;80;Sagrada Familia;Belo Horizonte;-19.8957585;-43.9241335
Rua Sao Jeronimo;200;2;495000;3;76;Sagrada Familia;Belo Horizonte;-19.8957585;-43.9241335
Rua Sao Jeronimo;600;2;749000;4;197;Sagrada Familia;Belo Horizonte;-19.8957585;-43.9241335
Rua Sao Jeronimo;600;2;850000;4;208;Sagrada Familia;Belo Horizonte;-19.8957585;-43.9241335
Rua Elisio de Brito;0;0;1250000;3;427;Boa Vista;Belo Horizonte;-19.8961532;-43.906395
Rua Lidia de Melo;243;1;225000;2;55;Boa Vista;Belo Horizonte;-19.8961532;-43.906395
Rua Sao Clemente;0;2;450000;3;94;Aparecida;Belo Horizonte;-19.8963303;-43.9532482
Rua Sao Lazaro;0;4;1300000;5;300;Sagrada Familia;Belo Horizonte;-19.8963926;-43.9254451
Rua Sao Lazaro;168;1;265000;2;58;Sagrada Familia;Belo Horizonte;-19.8963926;-43.9254451
Rua Sao Lazaro;400;1;300000;2;58;Sagrada Familia;Belo Horizonte;-19.8963926;-43.9254451
