Price;Condo;Size;Rooms;Toilets;Suites;Parking;Elevator;Furnished;Swimming Pool;New;District;Negotiation Type;Property Type;Latitude;Longitude
140000;70;45;2;1;0;1;1;0;0;0;Cidade Líder/São Paulo;sale;apartment;-23.554.353;-464.871.757
222000;280;50;2;1;0;1;0;0;0;0;Cidade Líder/São Paulo;sale;apartment;-235.625.769;-464.787.683
212000;220;60;2;1;0;1;0;0;0;0;Cidade Líder/São Paulo;sale;apartment;-235.640.889;-464.773.925
300000;360;65;3;1;0;1;0;0;1;0;Cidade Líder/São Paulo;sale;apartment;0.0;0.0
228000;338;53;2;2;1;1;0;1;0;0;Cidade Líder/São Paulo;sale;apartment;0.0;0.0
280000;480;54;2;1;0;1;1;0;0;0;Cidade Líder/São Paulo;sale;apartment;0.0;0.0
290000;434;62;3;1;0;1;1;1;1;0;Cidade Líder/São Paulo;sale;apartment;0.0;0.0
160000;220;55;3;1;0;1;0;0;0;0;Cidade Líder/São Paulo;sale;apartment;-235.677.951;-464.793.469
300000;492;98;2;1;0;1;0;0;0;0;Cidade Líder/São Paulo;sale;apartment;-235.749.555;-465.020.497
225000;200;49;2;2;1;1;0;0;0;0;Cidade Líder/São Paulo;sale;apartment;-235.623.323;-464.795.345
330000;400;70;3;1;0;1;0;0;0;0;Cidade Líder/São Paulo;sale;apartment;-269.225.709;-490.606.445
125000;85;46;2;1;0;1;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;-23.583.797;-464.119.936
139900;180;35;2;1;0;0;1;0;0;1;Cidade Tiradentes/São Paulo;sale;apartment;0.0;0.0
150000;138;51;2;1;0;1;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;-235.896.015;-464.113.423
110000;0;42;1;1;0;1;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;-235.939.161;-463.932.606
122000;0;56;2;1;0;1;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;-236.023.122;-46.404.238
47481;0;47;2;1;0;0;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;0.0;0.0
139900;180;35;2;1;0;0;1;0;0;1;Cidade Tiradentes/São Paulo;sale;apartment;0.0;0.0
135000;0;45;2;1;0;1;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;-235.664.716;-464.014.132
140000;150;45;2;1;0;1;1;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;-235.930.031;-46.395.559
128000;120;52;2;1;0;1;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;-236.068.821;-464.025.311
74481;0;44;2;1;0;0;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;-236.006.466;-464.013.901
108847;0;41;2;1;0;1;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;-236.081.264;-463.994.184
139900;180;35;2;1;0;1;1;0;0;1;Cidade Tiradentes/São Paulo;sale;apartment;0.0;0.0
125000;86;46;2;1;0;1;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;-236.064.193;-464.014.192
85000;110;39;1;1;0;1;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;0.0;0.0
110000;138;52;2;1;0;0;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;0.0;0.0
110000;0;42;2;1;0;1;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;-235.983.753;-463.994.558
164900;180;36;2;1;0;1;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;-235.819.205;-464.152.434
125000;255;50;2;1;0;1;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;-235.944.595;-464.063.596
91945;0;42;2;1;0;0;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;-235.931.557;-464.004.654
138000;150;47;2;1;0;2;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;0.0;0.0
170000;200;54;2;1;0;1;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;0.0;0.0
100000;60;48;2;1;0;0;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;0.0;0.0
84000;0;49;2;1;0;1;0;1;0;0;Cidade Tiradentes/São Paulo;sale;apartment;0.0;0.0
120000;90;51;2;1;0;1;0;0;0;0;Cidade Tiradentes/São Paulo;sale;apartment;0.0;0.0
250000;400;48;2;1;0;1;0;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;0.0;0.0
229000;200;60;2;1;0;0;1;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;-234.892.942;-464.844.544
234000;250;60;2;1;0;1;0;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-23.486.916;-46.482.906
261500;250;60;2;1;0;1;0;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-23.486.916;-46.482.906
230000;330;55;2;1;0;1;0;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;-234.971.666;-464.853.784
255000;320;50;2;1;0;1;1;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-234.865.289;-464.698.825
229000;250;63;2;1;0;1;0;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;-23.486.916;-46.482.906
230000;0;54;2;1;0;1;1;1;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.030.317;-464.739.449
371000;0;67;2;1;0;1;0;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.010.245;-464.745.325
300000;0;65;2;1;0;1;0;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.010.245;-464.745.325
150000;0;54;2;1;0;1;0;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;-234.849.994;-464.940.941
295000;0;64;3;1;0;1;1;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.035.541;-464.800.686
260000;0;48;2;1;0;1;0;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-23.491.087;-464.712.856
275600;0;60;2;1;0;1;0;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;-234.868.519;-464.698.392
239000;0;45;2;1;0;0;0;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;-234.836.472;-464.906.832
295000;0;62;3;2;1;1;1;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.026.127;-464.765.989
270000;450;50;2;1;0;1;0;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;0.0;0.0
250000;0;56;2;1;0;1;0;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.027.087;-464.738.601
275000;0;48;2;1;0;1;0;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-234.898.662;-464.988.824
215000;0;60;2;1;0;1;1;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.013.654;-464.741.325
240000;0;50;2;1;0;1;1;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.070.215;-464.737.943
245000;490;56;2;1;0;1;0;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-234.937.282;-464.702.917
350000;600;66;2;1;0;1;0;1;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.010.245;-464.745.325
224000;0;56;2;1;0;1;0;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;-234.944.316;-46.500.145
85000;0;40;2;1;0;1;0;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;-234.824.667;-464.719.053
240000;0;47;1;1;0;1;0;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;0.0;0.0
360000;530;63;2;1;0;1;1;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.010.245;-464.745.325
250000;0;48;2;1;0;1;0;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-234.868.405;-464.698.222
260000;0;50;2;1;0;1;1;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.011.742;-464.722.991
180000;150;50;2;1;0;1;0;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;0.0;0.0
290000;480;62;3;2;1;1;0;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.026.127;-464.765.989
180000;0;44;2;1;0;1;0;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;-234.889.873;-464.925.761
260000;300;44;2;1;0;1;1;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;-23.483.649;-464.907.096
318000;0;67;2;1;0;1;1;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.010.245;-464.745.325
250000;0;48;2;1;0;1;0;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-23.491.087;-464.712.856
280000;350;64;2;1;0;1;0;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.030.122;-4.647.472
210000;0;56;2;1;0;1;0;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-234.949.723;-46.475.539
169900;150;41;2;1;0;0;0;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;0.0;0.0
215000;0;49;2;1;0;1;1;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.070.215;-464.737.943
291000;0;56;2;1;0;1;1;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-234.862.563;-464.847.472
220900;0;42;2;1;0;1;0;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;-234.899.166;-464.721.632
250000;0;49;2;1;0;1;1;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-23.491.087;-464.712.856
260000;0;48;2;1;0;1;1;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-23.512.543;-464.770.985
240000;0;46;2;1;0;1;1;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.070.223;-464.738.131
229000;352;43;2;1;0;1;0;0;1;0;Ermelino Matarazzo/São Paulo;sale;apartment;-234.912.078;-464.696.972
290000;0;50;2;1;0;1;1;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;-235.505.517;-466.332.925
169900;150;40;2;1;0;0;1;0;0;0;Ermelino Matarazzo/São Paulo;sale;apartment;0.0;0.0
140000;0;53;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;0.0;0.0
170000;0;44;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.296.705;-464.094.541
200000;260;47;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;0.0;0.0
138000;200;47;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.643.136;-464.099.069
210000;260;47;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.513.621;-464.090.094
146900;0;44;2;1;0;1;1;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.337.654;-464.084.379
152000;179;44;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.766.073;-46.409.769
130000;200;46;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-269.225.117;-490.607.072
190000;353;46;2;1;0;1;0;0;1;0;Guaianazes/São Paulo;sale;apartment;-235.500.184;-464.118.508
168000;180;52;3;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.345.803;-464.091.729
159000;0;45;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-23.554.192;-464.060.958
215000;150;48;2;1;0;1;0;0;1;0;Guaianazes/São Paulo;sale;apartment;-235.576.493;-464.236.034
197000;290;42;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.282.636;-46.397.092
155000;180;50;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.325.886;-464.073.185
187000;150;38;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-269.225.709;-490.606.445
129000;175;48;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;0.0;0.0
139900;100;45;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;0.0;0.0
155000;259;46;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.345.216;-464.091.637
205000;300;44;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.599.126;-464.252.665
200000;520;57;3;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.479.242;-464.120.411
165000;105;48;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.277.331;-464.287.509
170000;170;45;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.331.102;-464.083.052
170000;295;39;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.252.155;-463.984.831
148294;179;54;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.520.411;-464.066.782
150000;295;45;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.252.155;-463.984.831
136990;0;33;1;1;0;0;0;0;0;0;Guaianazes/São Paulo;sale;apartment;0.0;0.0
180000;270;67;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;0.0;0.0
145000;220;53;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;0.0;0.0
160000;0;44;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-23.554.192;-464.060.958
193000;280;49;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.264.205;-463.980.246
220000;170;50;2;1;0;1;1;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.446.874;-464.161.977
189000;250;55;3;1;0;1;1;0;1;0;Guaianazes/São Paulo;sale;apartment;-235.581.527;-464.234.353
165000;150;46;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;0.0;0.0
180000;188;50;3;1;0;1;1;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.411.815;-464.058.251
155000;180;54;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-235.539.016;-464.068.842
165000;300;43;2;1;0;1;0;0;0;0;Guaianazes/São Paulo;sale;apartment;-23.534.404;-464.089.742
170000;260;48;2;1;0;1;0;0;1;0;Guaianazes/São Paulo;sale;apartment;-235.589.288;-464.227.617
190000;150;50;2;1;0;1;0;0;1;0;Guaianazes/São Paulo;sale;apartment;-235.194.852;-464.020.625
135000;250;45;2;1;0;1;0;0;0;0;Itaim Paulista/São Paulo;sale;apartment;-234.790.178;-463.788.955
200000;0;60;2;1;0;1;0;0;0;0;Itaim Paulista/São Paulo;sale;apartment;-23.502.125;-463.968.282
225000;150;50;2;1;0;1;0;0;1;0;Itaim Paulista/São Paulo;sale;apartment;0.0;0.0
265000;0;47;2;1;0;1;1;0;1;0;Itaim Paulista/São Paulo;sale;apartment;-23.489.486;-463.842.097
150000;150;45;2;1;0;1;0;0;0;0;Itaim Paulista/São Paulo;sale;apartment;-234.791.963;-463.791.947
335000;0;63;3;2;1;1;0;0;0;0;Itaim Paulista/São Paulo;sale;apartment;-235.123.198;-464.186.639
255000;440;48;2;1;0;1;1;0;0;0;Itaim Paulista/São Paulo;sale;apartment;0.0;0.0
114616;0;42;2;1;0;0;0;0;0;0;Itaim Paulista/São Paulo;sale;apartment;-235.104.615;-463.976.461
150000;0;48;2;1;0;1;0;0;0;0;Itaim Paulista/São Paulo;sale;apartment;-235.131.149;-463.797.109
190936;319;47;1;1;0;1;0;0;1;0;Itaim Paulista/São Paulo;sale;apartment;-235.053.909;-466.227.832
260000;0;54;2;1;0;1;1;0;1;0;Itaim Paulista/São Paulo;sale;apartment;-235.033.541;-464.260.698
800000;110;90;3;1;0;1;0;0;0;0;Itaim Paulista/São Paulo;sale;apartment;-234.982.135;-463.964.543
149900;150;41;2;1;0;0;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.763.155;-464.521.696
243999;300;57;2;2;1;1;0;0;1;0;Itaquera/São Paulo;sale;apartment;-235.293.209;-46.455.579
200000;390;53;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.562.747;-46.457.923
170000;245;48;2;1;0;1;0;0;1;0;Itaquera/São Paulo;sale;apartment;-235.576.493;-464.236.034
229900;300;52;2;2;1;1;0;0;1;0;Itaquera/São Paulo;sale;apartment;-235.308.115;-464.549.109
160000;160;48;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.521.079;-46.438.019
230000;340;50;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.261.701;-464.470.277
218000;300;47;2;2;1;1;0;0;1;0;Itaquera/São Paulo;sale;apartment;-235.309.077;-46.455.168
200000;220;47;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.321.399;-46.460.812
170000;140;56;3;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.531.796;-46.441.061
299900;350;63;3;2;1;1;0;0;1;0;Itaquera/São Paulo;sale;apartment;-2.353.085;-464.548.925
180000;225;57;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.407.686;-464.395.816
210000;350;47;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.172.205;-464.408.161
220000;480;48;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.507.434;-464.606.467
274999;340;65;3;2;1;1;0;0;1;0;Itaquera/São Paulo;sale;apartment;-235.293.209;-46.455.579
240000;350;49;2;1;0;1;0;0;1;0;Itaquera/São Paulo;sale;apartment;-235.313.119;-464.393.607
179900;180;41;2;1;0;0;0;0;1;0;Itaquera/São Paulo;sale;apartment;-235.348.209;-464.515.403
178000;170;44;2;1;0;1;0;0;1;0;Itaquera/São Paulo;sale;apartment;-235.782.563;-464.415.666
238000;340;50;2;1;0;1;1;0;0;0;Itaquera/São Paulo;sale;apartment;-235.261.701;-464.470.277
149900;150;41;2;1;0;0;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.763.155;-464.521.696
210000;280;48;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.321.399;-46.460.812
204900;150;41;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.470.674;-4.645.412
151900;170;40;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.755.314;-464.513.396
290000;0;64;3;1;0;1;0;0;1;0;Itaquera/São Paulo;sale;apartment;-235.474.512;-464.481.192
349000;370;57;3;2;1;1;0;1;1;0;Itaquera/São Paulo;sale;apartment;-235.407.508;-464.547.587
165900;150;41;2;1;0;1;1;0;0;0;Itaquera/São Paulo;sale;apartment;0.0;0.0
233999;270;55;2;2;1;1;0;0;1;0;Itaquera/São Paulo;sale;apartment;-235.293.209;-46.455.579
180000;100;56;3;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.522.406;-464.322.611
235000;250;47;2;1;0;1;0;0;1;0;Itaquera/São Paulo;sale;apartment;0.0;0.0
150000;150;47;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.514.321;-464.436.611
234000;350;50;2;1;0;1;1;1;1;0;Itaquera/São Paulo;sale;apartment;-235.523.046;-464.480.566
165000;0;51;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.545.487;-464.420.451
160000;160;56;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-23.557.604;-464.353.016
178000;200;42;2;1;0;1;1;0;1;0;Itaquera/São Paulo;sale;apartment;0.0;0.0
190000;340;53;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.557.305;-46.457.528
186900;210;41;2;1;0;1;0;0;1;0;Itaquera/São Paulo;sale;apartment;-235.349.509;-464.517.316
226000;200;50;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.246.086;-464.533.433
156800;150;41;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.488.184;-464.562.623
115000;145;45;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.653.236;-464.263.181
165000;0;48;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.548.952;-464.321.757
160000;0;45;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;-235.304.441;-464.475.378
212000;0;48;2;1;0;1;0;0;0;0;Itaquera/São Paulo;sale;apartment;0.0;0.0
148990;165;36;2;1;0;1;0;0;1;0;Itaquera/São Paulo;sale;apartment;-23.541.443;-464.499.699
209000;200;40;2;1;0;1;0;0;1;0;Jardim Helena/São Paulo;sale;apartment;-235.405.298;-464.272.917
210000;200;40;2;1;0;1;0;0;1;0;Jardim Helena/São Paulo;sale;apartment;-235.412.456;-464.258.154
169000;0;40;2;1;0;1;0;0;1;0;Jardim Helena/São Paulo;sale;apartment;-235.345.589;-464.292.059
199000;0;40;2;1;0;1;0;0;0;0;Jardim Helena/São Paulo;sale;apartment;-23.536.115;-464.277.794
135000;90;35;1;1;0;1;0;0;0;0;José Bonifácio/São Paulo;sale;apartment;0.0;0.0
180000;100;56;2;1;0;1;0;0;0;0;José Bonifácio/São Paulo;sale;apartment;-235.423.743;-464.387.463
274999;340;65;3;2;1;1;0;0;1;0;José Bonifácio/São Paulo;sale;apartment;-235.391.141;-464.317.104
159900;100;37;2;1;0;1;0;0;0;0;José Bonifácio/São Paulo;sale;apartment;0.0;0.0
160000;130;57;2;1;0;1;0;0;0;0;José Bonifácio/São Paulo;sale;apartment;-235.551.269;-464.343.793
233999;270;55;2;2;1;1;0;0;1;0;José Bonifácio/São Paulo;sale;apartment;-235.391.141;-464.317.104
243999;300;57;2;2;1;1;0;0;1;0;José Bonifácio/São Paulo;sale;apartment;-235.391.141;-464.317.104
186000;150;55;3;1;0;1;0;0;0;0;José Bonifácio/São Paulo;sale;apartment;-235.471.637;-464.422.208
159000;150;41;2;1;0;1;0;0;0;0;José Bonifácio/São Paulo;sale;apartment;0.0;0.0
159000;150;41;2;1;0;1;0;0;0;0;José Bonifácio/São Paulo;sale;apartment;-269.225.117;-490.607.072
150000;100;48;2;1;0;1;0;0;0;0;José Bonifácio/São Paulo;sale;apartment;-23.555.681;-464.315.713
200000;0;50;2;1;0;1;0;0;0;0;Lajeado/São Paulo;sale;apartment;-235.348.837;-464.031.022
200000;0;45;2;1;0;1;0;0;0;0;Lajeado/São Paulo;sale;apartment;-235.129.896;-464.375.743
200000;280;47;2;1;0;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-235.875.451;-464.844.534
199300;280;47;2;1;0;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-235.875.451;-464.844.534
215000;390;49;2;1;0;1;1;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-235.559.855;-464.474.511
225000;300;50;2;2;1;1;0;1;0;0;Parque do Carmo/São Paulo;sale;apartment;-235.630.088;-464.784.537
199250;280;47;2;1;0;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-235.875.451;-464.844.534
199000;280;47;2;1;0;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-235.875.451;-464.844.534
360000;700;70;3;1;0;1;1;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-235.404.066;-464.547.971
200000;245;48;2;1;0;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-236.034.164;-464.696.265
249000;320;63;2;1;0;1;1;0;0;0;Parque do Carmo/São Paulo;sale;apartment;-235.685.616;-464.805.711
219900;0;40;2;1;0;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;0.0;0.0
199900;245;48;2;1;0;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-236.034.164;-464.696.265
147900;180;41;2;1;0;0;1;0;0;0;Parque do Carmo/São Paulo;sale;apartment;0.0;0.0
200000;250;56;2;1;0;1;0;0;0;0;Parque do Carmo/São Paulo;sale;apartment;-235.577.577;-464.464.287
268900;265;59;3;2;1;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-236.034.164;-464.696.265
199000;220;45;2;1;0;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-23.558.566;-465.137.027
279000;0;73;2;1;0;1;1;0;0;1;Parque do Carmo/São Paulo;sale;apartment;-235.524.486;-464.478.715
310000;329;63;3;1;0;1;0;0;0;0;Parque do Carmo/São Paulo;sale;apartment;-235.607.957;-464.831.755
235000;380;52;2;1;0;1;1;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-235.629.465;-464.784.577
199000;200;47;2;1;0;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-235.943.481;-4.646.743
198000;290;47;2;1;0;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-235.875.451;-464.844.534
170000;320;49;2;1;0;1;0;0;0;0;Parque do Carmo/São Paulo;sale;apartment;-235.577.577;-464.464.287
215000;0;50;2;1;0;1;0;0;0;0;Parque do Carmo/São Paulo;sale;apartment;-235.661.301;-464.756.761
189900;430;50;2;1;0;1;1;0;0;0;Parque do Carmo/São Paulo;sale;apartment;-235.053.909;-466.227.832
215000;320;48;2;1;0;1;0;0;0;0;Parque do Carmo/São Paulo;sale;apartment;-235.577.577;-464.464.287
267900;0;52;2;2;1;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-235.987.185;-464.662.013
311900;0;58;3;2;1;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-235.987.185;-464.662.013
249000;0;73;2;1;0;1;1;0;0;1;Parque do Carmo/São Paulo;sale;apartment;-235.524.486;-464.478.715
152900;170;40;2;1;0;0;0;0;0;0;Parque do Carmo/São Paulo;sale;apartment;-235.755.314;-464.513.396
199900;245;51;2;2;1;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-236.034.164;-464.696.265
239900;350;58;3;2;1;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-235.987.185;-464.662.013
199876;290;54;2;1;0;1;0;0;0;0;Parque do Carmo/São Paulo;sale;apartment;-235.875.451;-464.844.534
187000;0;40;2;1;0;0;1;0;1;1;Parque do Carmo/São Paulo;sale;apartment;-235.524.486;-464.478.715
236802;200;47;2;2;1;1;1;0;1;0;Parque do Carmo/São Paulo;sale;apartment;0.0;0.0
234900;200;47;2;2;1;1;0;0;0;0;Parque do Carmo/São Paulo;sale;apartment;0.0;0.0
239000;350;58;3;2;1;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-23.600.548;-464.665.085
147900;180;41;2;1;0;0;1;0;0;0;Parque do Carmo/São Paulo;sale;apartment;0.0;0.0
199900;245;51;2;2;1;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-236.034.164;-464.696.265
230000;390;49;2;1;0;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-235.559.855;-464.474.511
220000;330;46;2;1;0;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-235.559.855;-464.474.511
236802;0;47;2;1;0;0;0;0;0;0;Parque do Carmo/São Paulo;sale;apartment;-236.038.656;-46.468.649
236802;0;47;2;1;0;0;0;0;0;0;Parque do Carmo/São Paulo;sale;apartment;-236.038.656;-46.468.649
212000;400;52;2;1;0;1;1;0;0;0;Parque do Carmo/São Paulo;sale;apartment;-235.545.398;-464.808.621
195999;0;45;2;1;0;1;0;0;1;0;Parque do Carmo/São Paulo;sale;apartment;-235.943.458.403;-464.674.342.038
443900;0;72;3;2;1;1;0;0;1;0;Penha/São Paulo;sale;apartment;-235.114.025;-465.203.632
250000;100;45;2;1;0;1;1;0;0;0;Penha/São Paulo;sale;apartment;-235.170.408;-465.342.207
377000;300;58;2;2;1;1;0;0;1;0;Penha/São Paulo;sale;apartment;-235.224.405;-465.245.792
329000;0;65;3;2;1;1;0;0;1;0;Penha/São Paulo;sale;apartment;-235.194.007;-4.655.462
210000;80;40;2;1;0;1;0;0;0;0;Penha/São Paulo;sale;apartment;-235.186.977;-465.030.453
